,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
506,506,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which of the following isnot a primitive data type in Java?
",0.09161324398144921,0.16012217576116491,0.17290286897312937
507,507,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","How would you convert a tree into a sorted list (smallest to biggest)
",0.07340245249170148,0.13305663962547978,0.13985399976857235
508,508,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What part of a skip list makes its average runtime relatively quick?
",0.10226374547297347,0.17801005786730437,0.19405210730894226
509,509,9,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","What is the main reason we prefer to use an adjacencyarray over an adjacencylist, in the case where our graph is dense?
",0.09044666316203559,0.16231177595154267,0.17596387241679956
510,510,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following facts about a Selection Sort of n items is not true?
",0.07396314064632449,0.13398660281899646,0.14075866030026
511,511,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which of the following is the definition of an upper bound, g = O(f(n))?
",0.11653208012893743,0.19740886671473828,0.2109325847346716
512,512,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of these is NOT a drawback of a closed hash table?
",0.11083195390288979,0.19202373920864882,0.207125494205859
513,513,44,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","Which of the following is a correct expression for the sumcommonly encountered when evaluating time complexity?
",0.0514793806844206,0.09182269398987665,0.0993618226179408
514,514,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which nodes in the following binary tree have non-zero balance factor? 7 / \ 4 13 / \ \ 2 5 17 / \ \ / \ 1 3 6 15 20
",0.10647893408474732,0.18563604287946198,0.1972578873326336
515,515,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the worst case time complexity for quick sort?
",0.13970821706786982,0.23531619705568116,0.24930627843481334
516,516,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","I have a data structure, filled with species of animals since the beginning of time. I am wanting to add these species in the order of their first discovery date. Any new species encountered will therefore be added to the front. I have no need to retrieve any animal once it is in my data structure. When an animal is extinct, I want to remove it from my data structure.Which of the following statements is notcorrect for why I should use a Linked List as the Data Structure for storing the animals, rather than an array?
",0.08102374881877027,0.14610832855706365,0.16158221450132068
517,517,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following Binary Search Tree: (F) / \ (D) (G) / \ (B) (E) / \(A) (C)which tree does a right rotation rooted at F produce as a result?
",0.10601510271253148,0.184904549809962,0.19647869436673704
518,518,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the correct algorithm for preorder tree traversal?
",0.10600844067415804,0.1849011735375883,0.19649366648393543
519,519,45,"list, link, array, follow, middle, insert, faster, would, add, singly","In a singly linked list, which of these operations has the best average runtime complexity?
",0.0926863127520867,0.16182664779430225,0.17435469188302166
520,520,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Consider the following algorithm:for (int i = 0; i < n; i++) { for (int j = 7; j < n2; j+2) { print i + j; }}Let f(n) be the run-time of this algorithm. Which one of the following statements is false?
",0.09626952398862303,0.16896593230740023,0.17969280893241169
521,521,56,"measurement, precision, accuracy, factor, important, valueprecision, repeatable, conduct, yield, close","What is the difference between the accuracy and the precision of a set of values?
",0.16129032258064516,0.2777777777777778,0.2817180849095055
522,522,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the equation for the average number of steps to insert/find an item in an Open Hash Table? (where L = load)
",0.11112063827729647,0.1924872639235923,0.20749888312694784
523,523,29,"hash, table, function, number, bucket, find, use, close, step, insert","If a closed hash table uses linear probing, and has a load factor of 0.75, what is the average number of steps required to find the item?
",0.11232656373190708,0.19424760126895768,0.20921886648318447
524,524,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the time complexity of the following?for (int i = 0; i < n; i++) { for (int j = 0; j < n/2; j++) { System.out.println(n); }}
",0.13973669448378256,0.23556421356367768,0.24958516321293284
525,525,44,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","Which is correct:
",0.04956585748871296,0.08874637574327976,0.100727352998491
526,526,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","If we are implementing a heap in an array structure and we have a parent node at position 7, what position is its right child?
",0.20054890137692438,0.308048211863724,0.3238714897072402
527,527,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Letf(n) = O(p(n)),g(n) = O(q(n)),h(n) = O(r(n))What is the order of f(n)g(n) + h(n) ?
",0.05813431763290955,0.10761465636307067,0.12165794563183063
528,528,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Show the resulting heap after extracting the largest item from the following tree 15 / \ 10 6 / \ / \ 5 8 3 4 / 1
",0.10571231520226414,0.18439311124336846,0.19591500771939932
529,529,29,"hash, table, function, number, bucket, find, use, close, step, insert","For the following tree, what traversal method would be used to form the equation
",0.11153004009122572,0.19300274334407483,0.20793821699157244
530,530,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the idea behind ""open"" hash tables?
",0.11092338062140095,0.19204585984911146,0.20716202787178498
531,531,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Which is not a directed graph?
",0.08620227219765103,0.15420302936532268,0.16850141648731867
532,532,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","What is the idea behind quicksort?
",0.07701958405748147,0.13887467969619482,0.1550360588646762
533,533,2,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What other ADT does the breadth first traversal algorithm use to navigate a graph?
",1.0,1.0,1.0
534,534,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following binary tree: [""I""] / \ [""D""] [""O""] \ \ [""G""] [""Q""] \ [""U""] What would the output be for level-order traversal?
",0.1054750114463179,0.1840283811914398,0.19548778964180322
535,535,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Given the following array of integers: [14, 7, 2, 9, 13, 1, 15, 3], how many iterations does it take to sort (in ascending order) using quick sort?
",0.07490963355445926,0.1354894693479817,0.14224454883685267
536,536,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Based on this graph how would a Breadth-First traversal look?
",0.07337644582767784,0.1327997095415697,0.13950629647560575
537,537,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","What is the time complexity of the heapsort algorithm?
",0.20752683610003242,0.32313764477592954,0.33532472625622106
538,538,29,"hash, table, function, number, bucket, find, use, close, step, insert","When searching a closed hash table by linear probing with a load factor of 0.5, what is the average number of steps needed to find the required element?
",0.1120403560499403,0.1936713234744513,0.20874434394411337
539,539,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary search treeWhen doing an in-order traversal, in what order will the nodes be visited?
",0.10530028573911329,0.1837700335843782,0.1951693216202426
540,540,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is true about trees
",0.10565893676834341,0.1842474975259419,0.19573698578998355
541,541,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which sorting algorithm has the best (most efficient) performance when sorting an array which is sorted or almost sorted.
",0.07327002180248626,0.132600438701224,0.13921621551089852
