,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1683,1683,36.0,0.16920000314712524,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'theworst', 'space', 'mergesort', 'selection', 'sort', 'heapsort']","Which of these sorting algorithms has theworst space efficiency?
"
411,411,36.0,0.17810000479221344,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'method', 'good', 'average', 'case', 'for', 'great', 'follow', 'option']","Which sorting method has a best average case for n=2 (and all n greater than 2) out of the following options?
"
412,412,36.0,0.22609999775886536,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'complexity', 'for', 'insertion']","What is the best, average and worst case complexity for insertion sort?
"
413,413,36.0,0.10689999908208847,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['type', 'sort', 'stable']","Which out of these types of sorts is stable?
"
1678,1678,36.0,0.2734000086784363,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'false', 'insertion', 'sort', 'less', 'efficient', 'for', 'large', 'list', 'quick', 'sort', 'comparison', 'sort', 'merge', 'sort', 'conquer', 'stable']","Which of the following statements is false?
"
287,287,36.0,0.10930000245571136,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['task', 'choose', 'sort', 'take', 'time', 'sort', 'list', 'number', 'fit', 'requirement', 'list']","You are tasked to chose a sorting algorithm which will take the same time to sort any two lists with the same number of elements.Which one fits the requirements from the list below?
"
1822,1822,36.0,0.2524000108242035,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'suitable', 'use', 'input', 'consist', 'large', 'data', 'set', 'merge', 'insertion', 'sort', 'quick', 'sort']","Which of the following sorting algorithms are not suitable to be used when the input consists of large data sets?
"
1672,1672,36.0,0.12630000710487366,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['different', 'algorithm', 'accomplish', 'give', 'task', 'algorithm', 'run', 'run', 'time', 'maximum', 'value', 'algorithm', 'time', 'use', 'small']","You have two different algorithms to accomplish a given task. One algorithm runs in time 2nand another runs in 500 time. The maximum value of n in the algorithm is 10. What run time should be used?
"
423,423,36.0,0.28369998931884766,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'complexity', 'selection', 'sort']","What is the best, average and worst case complexity of selection sort?
"
2146,2146,36.0,0.31130000948905945,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'method', 'potential', 'faster', 'improve', 'time', 'complexity', 'if', 'list', 'already', 'sort', 'first', 'place', 'selection', 'insertion', 'selection', 'insertion', 'selection', 'insertion']","Which sorting method has the potential to be faster (improving from O(n^2) time complexity to O(n)) if the list is already sorted in the first place?
"
1669,1669,36.0,0.5403000116348267,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'quick', 'sort', 'unstable', 'good', 'case', 'time', 'complexity', 'log', 'quick', 'sort', 'unstable', 'bad', 'case', 'time', 'complexity', 'quick', 'sort', 'stable', 'good', 'case', 'time', 'complexity', 'none']","Which of the following statements are true?:
"
289,289,36.0,0.2515999972820282,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'time', 'complexity', 'shell']","What is the best, average and worst time complexity of shell sort?
"
1801,1801,36.0,0.09690000116825104,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['space', 'complexity', 'merge']","What is the space complexity of merge sort?
"
1712,1712,36.0,0.29019999504089355,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['fastest', 'good', 'case', 'assume', 'sort', 'selection', 'sort', 'insertion', 'sort', 'sort']","Which of these algorithms have the fastest best case?(assume all elements are distinct)
"
1713,1713,36.0,0.20550000667572021,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'comparison', 'algorithm', 'perform', 'average', 'bad', 'case']","What is the best a comparison sort algorithm can perform in the average or worst case?
"
1765,1765,36.0,0.2955999970436096,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'good', 'choice', 'for', 'system', 'if', 'small', 'sorted', 'array', 'pass', 'quick', 'sort', 'merge', 'sort', 'insertion', 'selection', 'sort']","Which of the following sorting algorithms will be the best choice for a system if a very small sorted array is passed.
"
1097,1097,36.0,0.2946000099182129,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['approach', 'company', 'recommend', 'fast', 'efficient', 'sort', 'often', 'deal', 'large', 'inputs', 'numerical', 'datum', 'limited', 'storage', 'sort', 'algorithm', 'suitable', 'bubble', 'sort', 'quick', 'sort', 'insertion', 'sort', 'selection', 'sort', 'merge', 'sort']","You have been approached by a company to recommend a fast and efficient sorting algorithm to use in Java. They often deal with large inputs of numerical data, and have limited storage. Which sorting algorithm is most suitable?
"
1771,1771,36.0,0.1972000002861023,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'selectionsort', 'insertionsort', 'heap', 'sort']","Which of the following sorting algorithms is Stable?
"
349,349,36.0,0.11710000038146973,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['give', 'unsorte', 'list', 'many', 'pass', 'quick', 'sort', 'need', 'sort', 'list']","Given the unsorted listed 15,3,6,5,19,4,10 how many passes of quick sort are needed to sort the list?
"
1756,1756,36.0,0.3862999975681305,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['unstable', 'take', 'account', 'initial_ordering', 'item', 'sort', 'algorithm', 'varying', 'time', 'complexity', 'sort', 'algorithm', 'always', 'sort', 'item', 'sort', 'correctly', 'sort']","What is an ""unstable"" sort algorithm?
"
1754,1754,36.0,0.33550000190734863,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['implement', 'sort', 'follow', 'algorithm', 'would', 'best', 'selection', 'sort', 'insertion', 'sort', 'quick', 'sort']","When implementing radix sort, which of the following algorithms would be best to use?
"
1753,1753,36.0,0.33550000190734863,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['implement', 'sort', 'follow', 'algorithm', 'would', 'best', 'selection', 'sort', 'insertion', 'sort', 'quick', 'sort']","When implementing radix sort, which of the following algorithms would be best to use?
"
1748,1748,36.0,0.44350001215934753,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['state', 'follow', 'list', 'sort', 'sort', 'stable', 'selection', 'insertion', 'bubble', 'none', 'insertion', 'bubble', 'merge', 'selection', 'insertion', 'merge', 'insertion', 'bubble']","State from the following list of sorts, all the sorts which are stable.- Selection- Insertion- Bubble- Merge- Heap
"
2152,2152,36.0,0.2921000123023987,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'quick', 'run', 'time', 'average', 'for', 'large', 'amount', 'data', 'insertion', 'sort', 'merge', 'sort', 'bubble']","Which of the following sorts has the quickest run-time (on average) for large amounts of data?
"
1742,1742,36.0,0.2547999918460846,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['use', 'carry', 'type', 'sort', 'algorithmvoid', 'for', 'int', 'int', 'minindex', 'for', 'if', 'selection', 'sort', 'quick', 'sort', 'merge', 'sort', 'bubble', 'sort']","The code below can be used to carry out which type of sorting algorithm?void algorithmName(int a[], int n){ for (int i = 0; i < n; i++) { int minIndex = i; for (int j = i+1; j < n; j++) { if (a[j] < a[minIndex]) minIndex = j; } swap(a, i, minIndex); }}
"
359,359,36.0,0.07779999822378159,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'dijkstra', 'algorithm']","Which of the following statements about Dijkstra's algorithm is false?
"
978,978,36.0,0.11209999769926071,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'stable']","Which of these sorts are ALL Stable?
"
1737,1737,36.0,0.35929998755455017,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'quick', 'sort', 'insertion', 'sort', 'selection', 'sort']","Which of the following sorting algorithms are STABLE
"
1736,1736,36.0,0.26089999079704285,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['give', 'list', 'name', 'initially', 'sort', 'alphabetical', 'order', 'first', 'name', 'however', 'want', 'change', 'sort', 'last', 'name', 'if', 'order', 'first', 'name', 'initially', 'sort', 'achieve', 'quick', 'way', 'general', 'sort', 'algorithm', 'would', 'best', 'shell', 'merge', 'sort', 'quick', 'sort', 'insertion', 'sort']","You are given a list of names that is initially sorted in alphabetical order by their first names. However you now want to change it to be sorted by their last names, and if they are the same then order them by their first names as initially sorted. To achieve this in the quickest way in general, which of the sorting algorithms would be best to use?
"
1100,1100,36.0,0.503000020980835,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'regard', 'sort', 'incorrect', 'insertion', 'sort', 'stable', 'good', 'average', 'bad', 'case', 'time', 'complexity', 'for', 'selection', 'sort', 'heap', 'sort', 'stable', 'good', 'average', 'bad', 'case', 'time', 'complexity', 'for', 'sort', 'bad', 'case', 'time', 'complexity', 'bubble', 'sort']","Which one of the following statements regarding sorting is incorrect?
"
1733,1733,36.0,0.349700003862381,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'algorithm', 'would', 'take', 'thelong', 'sort', 'array', 'already', 'order', 'insertion', 'sort', 'quick', 'sort', 'bubble', 'sort', 'merge']","Which of the following algorithms would take thelongest to sort an array that is already ordered?
"
1731,1731,36.0,0.23350000381469727,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['set', 'sort', 'algorithm', 'average', 'time', 'complexity', 'case', 'insertionsort']","Which set of sorting algorithms have an average time complexity case ofT(n^2)?
"
2150,2150,36.0,0.10109999775886536,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['mean', 'for', 'sort', 'stable', 'element', 'would', 'sorted', 'value', 'keep', 'initial', 'relative', 'order', 'crash', 'small', 'run', 'time', 'swap', 'large', 'distance']","What does it mean for a sort to be stable?
"
316,316,36.0,0.13040000200271606,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'case', 'bad', 'case', 'runtime', 'search', 'for', 'value', 'binary', 'search', 'tree', 'value']","What is the average case and worst case runtime when searching for a value in a binary search tree with N values?
"
1723,1723,36.0,0.3276999890804291,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['set', 'nearly', 'sort', 'data', 'algorithm', 'would', 'ideal', 'for', 'sort', 'nearly', 'sort', 'datum', 'quick', 'heap', 'sort', 'insertion', 'sort', 'bubble']","Cameron has a set of nearly sorted data. Which algorithm would be ideal for sorting a nearly sorted data?
"
1793,1793,36.0,0.2709999978542328,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'time', 'complexity', 'for', 'insert', 'element', 'arraylist', 'respectively', 'log']","What are the best, average and worst case time complexities for inserting an element into an ArrayList, respectively?
"
926,926,36.0,0.17900000512599945,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'set', 'sort', 'algorithm', 'stable']","Which of the following sets of sorting algorithms are all stable?
"
983,983,36.0,0.11209999769926071,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort']","What is the definition of a 'stable' sort?
"
